Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
8067,48,23.7,9.4,3.4,9.1,36.2,1.3,4.2,28.1,1.1,1.3,91.7,0.3,1.9,2.1,2.4,0.7,-0.2,1.3,1
8068,83,15.2,5.9,2,4.5,43.9,0.3,1,16.2,1.4,2,75.9,1.1,2.5,3.5,0.4,0.7,0.5,1.4,1
8069,70,26.9,11,3.7,9.5,39,0.5,1.3,29.7,3.3,4.2,83.1,1.6,1.7,2.9,3.7,1.3,0.4,3.3,1
8070,47,9,3.2,1.3,3.2,39.4,0.5,1.2,21.4,0.7,0.9,75.9,1.1,1.2,2,0.5,0.4,0.3,0.5,1
8071,46,10.3,4.7,2.1,3.7,55,-0.1,0,12.9,0.7,1.3,61.2,1.4,1.8,3.1,0.1,0.2,0.5,0.3,1
8072,34,12.9,3.8,1.4,3.6,38.7,0.3,1.1,10,0.7,1,70.9,0.7,1.3,1.9,0.8,1,0.2,0.8,0
8073,41,19.4,8.9,3.8,8.4,45.5,0.5,1.5,31.2,1.1,1.5,76.4,0.9,2.7,3.6,1.4,0.4,-0.6,1.3,1
8074,48,22.7,5.9,2.3,5.3,43.5,0.4,1.7,25.9,1,1.2,83.7,0.5,1.9,2.6,2,0.8,0.3,1,1
8075,60,8.1,1.7,0.7,1.7,38.5,0.3,0.8,22.1,0.2,0.5,57,0.3,0.8,1.2,0.6,0.1,0.3,0.8,1
8076,46,21.3,7.2,2.7,7.2,37.9,0.4,1.2,27,1.3,1.9,68,0.8,1.6,2.6,2.3,0.6,0.1,1.7,0
8077,79,27.5,8.7,3.4,7.2,47.6,0.4,1.3,35.4,1.7,2.2,74.4,1.6,4.5,6.4,0.7,0.5,0.7,1.5,1
8078,57,7.6,2.7,1.3,2.7,48.1,-0.2,-0.3,5.7,0.1,0.3,61.5,0.5,0.9,1.3,0.2,0.2,0.2,0.6,0
8079,29,10.4,3.2,1.2,3,39.1,-0.1,0.1,25.3,0.6,1.1,63.1,1.2,1.4,2.5,0.8,0.5,0.3,0.9,0
8080,44,18.3,4.6,1.5,4.8,29.1,0.5,1.5,40.9,1,1,89.5,0.1,1.2,1.1,4.2,0.7,0.1,1.2,1
8081,83,27.8,14.2,5.7,10.4,54.8,1,2.3,22.1,2.3,3.1,75.9,1.6,3.3,4.8,3,1.3,0.5,2.9,1
8082,73,13.1,3.1,1,2.4,43.1,0.7,1.7,17.4,0.7,0.8,76,0.3,0.6,1,2.3,1.3,-0.5,0.6,1
8083,79,36.2,14.3,6.1,11.6,53.9,0.2,0.8,27.5,2,2.5,73.6,1.6,4.4,6.3,2.5,1.1,0.1,1.4,1
8084,62,15.6,6,2.4,5.2,45.6,0.2,0.5,47.6,1.2,1.9,65.8,0.6,1.9,2.6,1,0.5,0.2,1.4,1
8085,53,17.7,7.5,3.1,6.6,48.3,0.3,1,21.3,1.3,1.6,86.5,0.7,1.7,2.4,2.3,1,0.3,1.7,1
8086,58,12.7,5.9,2.2,5.8,36.9,0.1,0.6,13.3,1.1,1.4,79.2,0.9,1.2,1.9,0.7,0.2,0.2,1.1,1
8087,45,8.2,2.3,0.8,1.9,42.2,0.1,0.1,34.5,0.6,0.7,89,0.6,0.7,1.2,0.4,0.2,0,0.3,1
8088,63,16.1,6.3,2.9,4.8,57.3,-0.4,-1.3,-5.1,1.2,2,54.1,2.4,2.3,4.4,1,1,0.2,1.2,1
8089,74,28.3,9.9,4.3,6.7,64.1,-0.3,-0.9,37.7,1.4,2,66.5,1.3,3.6,4.8,1.7,0.9,0.4,1.3,1
8090,46,11.7,3.7,1.3,3.3,40.6,-0.1,0.2,14.1,1,1.4,70.6,0.4,0.7,1.2,1.1,0.4,0.1,1.2,0
8091,90,30.5,13.8,6.1,14,43.4,0.4,1.2,20.9,2,3.2,64.9,2,4.3,6.6,2.8,0.8,0.3,3,0
8092,66,16.6,6.8,2.5,5.3,47.9,0.1,0.5,-11,1.7,2.7,56.4,2.5,3.2,5.6,0.7,0.7,0.8,0.9,1
8093,81,17.6,5.2,2,6,35.3,0.7,1.9,41.8,0.7,0.6,90,0.3,1,1.4,2.7,1,0,0.7,1
8094,44,10.4,3.4,1.2,2.8,43,0.5,1.4,18.5,0.6,0.9,71,0.3,0.5,0.9,1.7,0.6,-0.1,0.7,1
8095,60,12.3,4.1,1.7,3.7,45.6,0.8,2.2,31,0.3,0.5,70.9,0.9,3.1,3.8,0.3,0.3,0.5,0.7,1
8096,64,18.7,8,2.9,7,41.1,0.6,1.8,39.9,1.6,2,80.8,0.9,1.8,2.7,0.8,0.6,-0.3,0.9,0
8097,45,19.7,8.7,2.9,7.7,36.8,0.8,2.3,49.6,1.9,2.3,80,0.3,1.7,2,1.7,0.8,0,1.1,1
8098,57,21.5,8.4,3.6,8.4,44,0.3,1.1,18.6,0.9,1.3,68.9,1.9,2.7,4.7,1.1,1,0.3,1.1,1
8099,75,14,4,1.5,3.9,36.5,0,0.2,17.4,0.9,1.4,65.4,0.5,0.9,1.5,1.4,0.3,-0.2,0.8,1
8100,22,10.9,8.9,3.1,7.2,44.2,-0.1,0.1,17.1,2.2,2.9,83,0.6,1.3,1.9,1.1,0.4,-0.2,0.9,1
8101,66,16.9,6.2,2.3,5.3,46.5,0.1,0.3,28.6,1.3,1.6,76.6,0.7,1.8,2.5,0.8,0.4,0.4,1.2,0
8102,39,29.7,13.6,4.6,10.9,42.1,0.7,1.8,46.1,2.9,3.3,86.5,0.5,3.5,3.6,2.5,0.5,-0.2,2.2,1
8103,42,8,2.7,1,2.9,34.9,0.5,1.5,22,0.3,0.5,64.7,0.3,1.2,1.4,0.5,0.2,0.2,0.6,1
8104,70,27,10.1,3.5,7.5,49.1,0.1,0.5,18.1,2.9,3.3,91.9,1.2,4.3,5.5,1,0.8,0.5,1,1
8105,91,18.4,5,1.6,3.8,42.9,0.3,0.8,26.7,2.2,2.9,85.7,0.6,1.2,2,1.9,0.6,0.1,1.6,1
8106,71,22.4,12.7,4.4,10.3,43.6,0.8,2,36.6,3.4,4.3,76.6,0.9,2.4,3,1.3,0.9,0.2,1.6,1
8107,52,18,6.6,2.8,5.3,50.3,-0.5,-1.5,-16.3,1.7,2.6,66.9,1.4,1.4,2.9,1.9,0.5,0.1,1.3,1
8108,58,15.8,8.3,3.4,6.8,49.4,-0.1,-0.4,27.5,1.4,1.8,87.3,0.9,1.4,2.2,0.7,0.7,0.2,1.1,1
8109,57,17.5,6.4,3,6.9,41.2,0.4,1.3,25.4,0.3,0.5,73.1,1.3,1.6,3.1,0.4,0.6,0.4,0.9,1
8110,60,16.8,7.3,2.7,5.2,49.2,0.2,0.6,20,1.6,2,73.7,1.6,3.8,5.3,0.2,0.4,2.4,1,1
8111,71,22.2,7.9,2.8,6.7,43.7,0.2,0.9,-2.9,1.7,2.4,75,1.3,2.7,4.1,1,0.5,0.6,1.6,1
8112,43,10.5,3.5,1.6,3.7,42,0.3,0.8,29.8,0.4,0.7,66,1,2,3,0.7,0.3,0.2,0.4,1
8113,65,13.2,3.4,1.3,3,44.3,0.4,1.1,4.7,0.5,1,52.6,0.8,1.9,2.5,0.6,0.4,0,0.7,1
8114,82,20.3,10.7,4.2,8.3,48.2,0,-0.1,13.5,2.1,2.7,88.7,1.9,2.5,4.4,0.9,0.6,0.2,1.4,1
8115,80,21.9,8.5,3.5,6.9,50.7,0.4,0.8,5.4,1.4,2,69.4,1.4,3.5,5,1.9,1,0.3,1.5,1
8116,59,25.6,7.7,3.5,7.3,47.3,0.2,0.4,10.6,0.7,1.1,59.2,1.4,3.5,4.7,2.2,0.7,0.3,1.1,1
8117,59,21.7,8.5,3.3,9.2,35.3,0.6,2,6.8,1.4,2,71.8,0.7,1.9,2.5,2.5,1,0.1,1,1
8118,33,7.5,1.9,0.9,2,44.9,-0.4,-1.1,14.8,0.1,0.4,55.9,0.1,0.5,0.7,1.5,0.4,-0.5,0.5,0
8119,38,19.2,6.3,2.3,4,56.4,-0.3,-0.8,-0.3,2.7,4.5,57.5,3.6,5.9,9.5,0.2,0.5,0.5,1.5,1
8120,87,20,7.4,3,6.6,46.1,-0.1,0,7,1.5,2,71.9,0.9,2.4,3.3,1.7,0.9,0.7,1.2,1
8121,67,10.8,6.4,2.5,4.8,49.9,-0.3,-0.9,9,1.7,2.3,74.6,1.5,1.1,2.2,0.6,0.3,0.2,0.7,1
8122,57,23.2,8.3,3.1,8.4,34,0.3,1.1,41.3,1.8,2.2,86,0.7,2.8,3.4,4.8,0.6,0,2.1,1
8123,42,12.5,6.3,2.3,6,36.9,0.5,1.6,26.9,1.3,1.7,79.1,0.2,0.8,1,3.1,0.8,0,1.7,1
8124,64,16,7.9,2.9,7.4,38.2,0.7,2,49.2,1.2,1.3,91.5,0.3,0.4,0.8,0.9,1.1,-0.5,1,0
8125,53,23.3,9.9,3.5,8.1,44.7,0.9,2.7,37.9,1.3,1.9,71.6,0.6,2.5,3,3.5,1.1,0,1.5,0
8126,82,32.4,12.9,5,12.2,39.8,0.4,1.4,26.4,2.2,2.6,83.5,0.6,2.6,3.1,6.6,0.9,0.2,3.2,1
8127,75,15.4,5.7,2.3,4.8,47.5,0.2,0.9,14.8,1.1,1.8,66.7,1.1,2.5,3.5,0.8,0.3,0.3,1,1
8128,39,9.5,2.9,1.1,2.1,51.2,-0.8,-2.4,-11.9,1.2,2.1,60.9,1.4,1.1,2.1,0.5,0.3,0.3,1,1
8129,44,18.2,4.9,1.9,5.2,37.5,-0.3,-0.9,7,1,1.1,78.2,0.4,1.5,2.1,1.3,0.5,0.1,1.3,1
8130,39,14.1,4.5,1.4,3,45.6,0.8,2.1,33.5,1.1,1.5,66.6,0.4,1.7,2.1,0.4,0.5,0.1,0.5,1
8131,71,10.5,2.5,1,2.3,46.2,0.1,0.3,26.9,0.4,0.6,65.4,1.2,2,2.8,0.1,0.3,0.1,0.5,1
8132,76,22,7.8,3,5.8,51.1,0.6,1.7,11.5,1.2,1.4,79.8,1.7,2.7,4.5,0.8,0.5,0.4,0.8,1
8133,76,13.4,4.8,1.9,4.4,41.5,-0.2,-0.2,28.9,0.7,1,77.3,1,1.9,3,0.6,0.4,0.3,0.7,1
8134,75,32.2,13,5.6,12.2,47,0,0.2,7.7,1.8,2.5,72.9,2.2,3.2,5.3,3.2,1.2,0.7,2.1,1
8135,51,11.8,5.8,2.3,4.2,52,-0.6,-1.6,-14.7,1.7,2.3,77.8,1.9,2.3,3.8,0.3,0.3,0.5,0.7,1
8136,60,26.5,11.3,4.4,10.9,39.8,0.7,1.8,29.4,2.2,3.1,75.9,0.5,2.3,2.7,1.5,1,0.3,1.4,1
8137,75,24.2,9.1,3.3,8.3,39.5,0,0.4,5.1,2.5,3.9,63,2,3.1,5.1,1.5,0.9,0.4,2.4,1
8138,41,15.9,4.2,1.6,4.2,39.7,-0.4,-0.7,-10.9,0.9,1.3,72.8,0.6,1.6,2.1,1.3,0.6,-0.2,1.1,1
8139,38,12.8,6,2.1,5.7,36.5,0.4,1.1,32.2,1.4,1.8,77,0.5,1.1,1.6,0.8,0.2,0.3,1.1,0
8140,66,24.6,11.1,4.2,9.5,42.5,0.2,0.9,30.7,2.2,2.6,95.6,1.7,2.9,4.3,1.7,0.7,0.3,1.5,0
8141,39,14.8,5.7,2.2,5.5,42.2,-0.2,0,21.3,1.2,1.9,70,1,2.3,3,0.9,0.5,0.7,1,1
8142,64,16.3,8,3,6.1,50.3,0.2,0.5,24.3,1.7,2.7,66.1,1.2,2.5,3.7,0.4,0.4,0.3,0.8,1
8143,69,11.8,4.3,1.9,4.2,45.2,0.2,0.8,19.9,0.4,0.6,74.7,0.2,0.9,1.2,1.1,0.3,-0.2,0.5,1
8144,80,24.5,10.2,3.9,7.8,49.2,0.4,1.3,8.9,2.5,3.2,83.2,1.9,2.4,4.2,2.1,1.4,0.3,1.3,1
8145,75,18.8,12.7,4.9,7.4,67.2,0.4,0.9,43.1,2.2,2.8,81.1,1.5,1.8,3.1,1.2,0.9,0,1.2,1
8146,95,34.6,16.1,5.5,12.5,43.9,0.8,2.3,58.2,3.3,4.7,72.6,1.7,3.1,5,3.8,1.4,0.3,2.1,1
8147,90,29.8,16.3,6.3,15.1,39.9,0.3,1.3,18.3,4,4.9,84.8,1.2,2.3,3.6,6.8,1.4,0,3.6,1
8148,51,12.6,3.9,1.3,2.9,46.6,0.4,1,6.5,1.1,1.5,78,1.2,1.3,2.4,0.3,0.7,0.2,0.3,1
8149,76,15.6,6.4,2.6,5.4,52.1,0.1,0.6,5,0.8,1.2,76.1,0.7,1.3,1.9,1.6,0.7,0.1,1.2,1
8150,69,16.5,6,2.5,4.1,61.1,-0.3,-0.6,-13.2,1.3,2,61.4,2.4,3.7,6.7,1.2,0.6,0.5,0.9,1
8151,80,10.2,3.7,1.7,3.9,41.3,0.1,0,36.5,0.4,0.8,62.8,0.5,0.7,1.2,0.8,0.3,0.1,0.5,1
8152,60,14.3,8,3.4,6.7,51.3,0.4,1.1,12.6,0.9,1.3,71,0.3,1.1,1.3,3,0.8,-0.2,1.8,1
8153,58,16.5,4.8,1.9,4.8,38.9,-0.2,0.1,4.5,1.1,1.4,74,0.4,1.9,2.2,1.9,0.5,0,0.8,1
8154,47,19.1,6.8,2.6,6,45,0.4,1.3,33.5,0.9,1.1,74.3,0.6,1.5,2.1,1.8,0.6,0.1,1,1
8155,70,13.2,5.4,1.8,5.6,32.1,1,2.7,24.4,0.6,0.9,71.5,0.2,1.1,1.2,0.9,0.4,0.2,1.3,1
8156,74,31.2,15.7,6.7,13.9,50.4,0.6,1.8,54.4,1.6,2,76.3,1.1,3.5,4.7,1.9,1.4,0.3,1.9,1
8157,63,12.6,7.8,3,6.5,46,-0.2,-0.1,12.1,2,2.8,71.9,1.6,1.6,3.1,0.5,0.3,0.4,1.2,1
8158,71,36.8,19.2,7.6,16.4,47.6,0.5,1.3,7.1,3.4,4.9,71,1.6,5.6,7.5,3,1,0.3,2.3,1
8159,39,19.8,9.3,3.4,9.5,35.3,0.1,0.3,25.1,2.9,3.7,77.3,1.3,2.6,4.4,2,0.6,0.2,1.9,0
8160,70,13.4,5.6,2.1,4.9,44.1,-0.4,-0.7,-8,2.1,2.9,73.6,1.7,1.2,2.6,1.3,1,0.4,1.1,1
8161,36,20.7,7.2,2.9,6.9,41.8,0.6,1.5,31.1,0.7,1.1,65.9,0.9,2.7,3.5,0.8,0.5,0.3,1.1,0
8162,70,15.1,6.4,2.2,5.9,35.4,0.5,1.2,34.2,1.8,2.2,78.4,0.6,2.1,2.8,1.8,0.9,0.5,1.9,1
8163,85,20.5,8.4,3.2,6.7,48.6,-0.3,-0.7,30.9,2.2,2.8,80.2,1.6,3.3,5.1,1.3,0.9,0.7,1.4,1
8164,44,7.7,1.8,0.8,1.8,43.3,0.2,0.5,29.5,0.2,0.4,58.3,0.5,0.9,1.4,0.2,0.2,0.4,0.2,1
8165,89,18,7.5,3,6.4,45.8,0.4,1.2,26.9,1.2,1.9,61.3,0.6,1.8,2.4,3.3,0.7,0.5,1.6,1
8166,63,22.8,9.7,3.6,7.8,45.2,0.3,1.3,19,2.4,3.7,64.3,1.8,3.7,5.9,0.7,1.2,0.4,1.8,1
8167,62,28.7,11.6,4.7,9.8,48.8,0.5,1.5,30.3,1.5,2.2,73.8,1.2,3.2,4.4,2.8,1.3,0.3,1.9,1
8168,78,10.4,3.6,1.3,3.7,35.2,-0.6,-1.3,17.1,1.5,2,78.7,0.7,1.1,1.6,0.7,0.3,0.2,0.8,1
8169,77,13,6.6,2.4,4.9,46.8,0.7,1.9,32.7,1.2,1.9,63.9,0.5,1.3,1.7,0.8,0.6,0.2,1,0
8170,53,11.1,2.5,0.9,2.5,37.6,-0.1,-0.3,6.8,0.4,0.6,73.5,0.6,1,1.5,0.4,0.4,0.1,0.4,0
8171,76,9.2,2.9,0.9,2.7,33.6,0.7,2,33.1,0.6,0.6,94.2,0,0.4,0.4,1.4,0.5,-0.6,0.7,1
8172,88,34.2,16.3,6.3,14.2,44.9,0.3,1.3,16.7,3.5,4.6,81.2,0.6,2.4,2.9,6,2.1,0,3.4,0
8173,46,8.1,2.9,1.2,3.1,40.4,-0.3,-0.4,-4.7,0.6,0.7,80.4,0.4,0.3,0.6,0.3,0.2,0.2,0.6,1
8174,46,11.3,3.3,1.3,2.8,47,0.2,0.5,-3.9,0.4,0.5,72.8,0.6,1.6,2.4,0.7,0.4,0.2,0.6,0
8175,58,16.1,5.9,2.3,4.6,47.6,1,2.4,49.9,0.6,0.9,66.7,0.3,1.4,1.7,1.6,0.5,-0.1,0.7,1
8176,35,5.1,2.1,0.8,2.1,39.1,-0.1,-0.2,-2.4,0.5,1.1,52,1,0.9,1.7,0.2,0.1,0.2,0.3,0
8177,57,13.3,5.5,2.2,4.9,43.4,0.7,2.1,29.5,1,1.3,67.3,0.8,2,2.7,1.3,0.3,0.2,1.2,1
8178,46,12.7,6.8,2.2,6,36.2,1.2,3.5,30,1.1,1.5,82.2,0.1,0.8,0.9,2.4,0.7,-0.5,0.9,1
8179,72,20.2,11.8,4.1,8.5,50.4,0.6,2,21.3,2.6,3.4,79,0.6,1.3,2,3.7,0.9,0.3,1.6,0
8180,77,12.4,4.7,1.9,4.9,40.4,0.1,0.5,22.6,0.8,1.1,70.2,0.3,0.6,0.9,1.7,0.5,0.2,1.2,1
8181,65,11.2,3.3,1.5,3.6,43.5,-0.3,-0.9,28.6,0.5,0.6,72.3,0.6,0.8,1.5,1.1,0.7,0.2,0.7,0
8182,55,11.6,3.8,1.4,3.5,38.4,0.1,0.4,4,0.7,1.3,65.5,0.9,1.5,2.4,0.5,0.2,0.4,0.8,0
8183,60,34.9,15.6,6.3,14.6,42.3,0.6,1.9,-4.2,3.2,4.6,77.2,1.9,3.7,5.9,2.2,1,0.2,2.1,1
8184,27,6,1.5,0.5,1.6,33.7,-0.3,-0.6,2.1,0.2,0.2,83.6,0.4,0.6,1,0.3,0.1,-1.6,0.3,1
8185,51,12.4,4.3,1.6,2.6,57.9,-0.6,-1.8,8,1.6,2.4,72.3,3.2,2.1,4.9,0.5,0.2,0.7,0.7,1
8186,67,12,6.4,2.3,5.5,41.7,0.3,0.9,11.7,1.8,2.2,89.1,0.4,0.6,1,1.9,0.7,-0.5,0.9,1
8187,71,39.5,14.3,5.7,12.7,47.7,0,0.1,24.1,2.8,4.7,60,3,6.4,9.4,2.3,1.4,0.5,2.2,1
8188,65,27.7,5.9,2.3,5.3,43.5,0.3,1.3,29.7,1.1,1.6,72.2,1.4,2.2,3.5,2.9,1.8,0.4,1.2,1
8189,62,23.6,9,3.3,7.4,43.5,0.7,1.8,33.3,1.7,2.9,56.2,1.9,3.4,5.2,1.8,0.9,0.4,1.5,1
8190,38,8.1,1.9,0.6,1.6,37.7,0,0,16.2,0.9,1,75.2,0.4,0.9,1.1,1.9,0.4,-0.6,1.1,1
8191,46,14.2,3.8,1.4,3.8,38.2,0.2,0.8,35,1.1,1.6,74.3,0.2,0.5,0.8,3.4,1.3,0,0.9,1
8192,86,32.7,12.6,4.8,10.3,47.7,0.5,1.1,11.4,1.9,2.5,66.4,2.8,4.5,7,2.3,1.3,1.5,1.8,1
8193,69,14,5,2.4,4.3,52.9,0.3,0.7,20.9,0.4,0.7,62.1,0.6,0.9,1.5,2.2,0.6,0.1,1.2,1
8194,54,14.6,5.6,2.2,4.8,46.1,0.5,1.1,16.6,0.8,1.2,70.3,0.5,1.8,2.4,0.9,0.2,0.2,1.3,1
8195,47,14.9,5.3,1.8,5.7,34.2,0.5,1.7,39.7,1.2,1.6,81.2,0.2,0.8,1.1,1.4,0.2,0.2,1,1
8196,72,14.4,5.4,2,3.9,51.6,0.2,1,17.2,1.3,1.9,73.1,0.7,1.6,2.4,1.3,0.6,0.6,0.8,1
8197,71,12.7,5.2,2.4,4.2,54.4,-0.6,-1.4,1.5,1.1,2.1,53,1.8,2,3.9,0.6,0.4,0.1,1.2,1
8198,58,32.4,11,4.4,10,43,0.3,0.9,18.1,1.3,1.9,69.7,1.4,4.5,5.8,1.8,1.1,0.3,1.6,1
8199,50,8.3,2.4,1.1,2.2,50.1,0,0.1,14.1,0.3,0.5,58.2,0.4,1.2,1.7,1,0.4,0.1,0.5,0
8200,62,17.2,8.3,3.4,7.4,47.1,0.6,1.3,19.3,0.9,1.3,76.3,1.6,2.6,4.7,0.4,0.4,0.2,0.7,1
8201,42,11.1,3,1.2,2.6,45.2,-0.3,-0.6,37.4,0.5,1,65.8,0.1,0.5,0.6,2.6,0.7,0.1,0.9,0
8202,84,15.7,5.6,2.2,5.6,38.3,0.3,1.2,38.6,1,1.2,79.2,0.4,1.8,2.2,1,0.8,0.4,1.1,0
8203,47,14.6,6.1,2.4,4.9,50.3,0.2,0.5,19.8,1,1.6,58.8,2,1.7,3.6,0.3,0.3,0.1,0.9,1
8204,29,4.6,1.3,0.6,1.5,37.7,-0.1,0,7.7,0.1,0.1,72.6,0.2,0.4,0.7,0.3,0.1,0,0.3,0
8205,30,7.7,2.2,0.8,1.9,44,0.2,0.6,0.3,0.3,0.4,78.2,0.1,1.1,1.1,0.5,0.1,0.1,0.3,0
8206,66,15.8,5.4,2.1,4.6,45,0.3,0.7,15.7,0.9,1.4,74.5,0.7,1.8,2.5,0.6,0.2,0.2,0.8,1
8207,65,24.3,11,4.3,10,41.2,0.4,1.4,28.6,2.1,3,73.1,1,2.5,3.4,2.4,1,0.2,1.6,1
8208,93,24.5,12.4,4.6,10.9,41.6,1.3,3.4,52.7,1.7,1.5,96.7,0.7,1.6,2.6,3.6,1.1,0,1.7,1
8209,50,10.7,1.9,0.7,2.6,26.3,0.3,0.9,12.3,0.3,0.4,71.7,0.2,0.6,0.8,1.1,0.2,-0.8,0.6,0
8210,60,23.4,5.6,2.6,4.5,58,-0.5,-1.2,5.2,0.9,1.4,52.6,4.2,3.5,7.5,0.8,1.1,4.4,0.9,1
8211,51,7.5,5.7,1.8,4.6,38.4,-0.2,-0.1,19.4,1.9,2.6,80.2,0.9,0.5,1.1,0.4,0.2,0,0.8,1
8212,88,25.4,11.6,4.9,7.7,64.5,-0.2,-0.5,5.1,2.1,3.3,62.8,3,5,7.5,0.5,0.3,0.6,1.3,1
8213,51,28.6,9.2,2.9,7.7,37.4,0.9,2.9,38.8,2.4,2.8,89.7,0.6,2.6,3.4,4.2,1.2,0,1.9,1
8214,58,14.8,2.8,1,2.3,43.6,-0.2,-0.6,24,1,1.2,75.3,0.5,1.2,1.7,2.1,0.6,0.2,1.3,1
8215,53,19.1,11.1,4.8,10.1,46.1,-0.2,-0.2,-5.5,2.1,3,63.5,2.2,3.1,5.4,0.6,0.5,0.3,1.4,1
8216,69,10.5,3.2,1.2,3.4,36.9,0.4,1.5,26.9,0.4,0.5,74.4,0.1,0.8,1,1.4,0.4,0,0.8,1
8217,56,26.8,11.5,4.5,7.7,57.2,0.2,0.4,17.1,2.3,2.8,84.8,2,3.1,5.3,1.8,0.9,0.5,1.8,1
8218,74,10.2,2.2,0.9,2.4,41.3,0.2,0.5,33.9,0.2,0.4,66.9,0.2,0.7,1,1.3,0.7,0.1,0.8,1
8219,72,27.4,10.9,3.9,9.5,41.6,0.8,2.4,19.4,2.3,3.3,71.6,1.1,2.7,3.7,2.3,0.7,0.3,2.3,1
8220,104,48.3,25.4,10.7,20,58.2,0.7,2.2,11,3.6,4.2,82,3.5,5.3,9.1,3.2,1.5,1.8,3.2,1
8221,93,39.3,16.9,6.4,11.6,57.6,-0.2,-0.6,0.6,4.1,5.4,78.4,3.6,6.7,10.3,2.8,1.2,0.5,2.3,1
8222,45,20.5,6.1,2.5,5.5,46.5,0.1,0.4,6.6,1,1.7,54.2,1.8,3.2,5.1,1.5,0.9,0.2,1.2,1
8223,53,26.7,7.2,2.8,6.7,42,0.4,1.2,15.3,1.3,1.6,84.4,0.8,2.3,3.5,2.7,1.4,0,1.4,1
8224,58,11.6,2,0.8,2.4,36.6,0.4,1.4,24.8,0.2,0.4,57.9,0.6,1.4,1.8,1.6,0.4,0.1,0.9,1
8225,80,12.8,4.1,1.5,3.5,44.7,0.2,0.6,34,1.1,1.6,71.8,0.9,1.9,2.9,1.1,0.5,0.1,1,1
8226,60,12.6,3.2,1.5,2.9,48.7,0.1,0.2,24.4,0.2,0.2,67,0.8,1,1.8,0.8,0.6,0.1,0.3,1
8227,35,4.6,1.1,0.4,1.1,39.3,0.3,0.8,-5,0.1,0.3,56.7,0.2,0.3,0.5,0.1,0.1,-0.6,0.1,1
8228,109,57.3,26.6,9.8,21.9,46.8,0.9,2.9,51.3,5,6,96,2.2,4.3,6.9,4.5,1.3,0.4,3.1,1
8229,86,43.2,15.5,6.8,16.1,41.5,0.3,1,23.3,2,2.7,71.7,1.7,5.6,7.3,4,2,0.5,2.6,1
8230,62,17.5,8.2,3.2,7,45.5,-0.1,-0.5,31.7,1.8,2.4,75.2,2.8,3.1,5.5,0.1,0.3,0.4,0.8,1
8231,45,17,6.2,2.3,5.8,40.4,0.2,0.7,39.1,1.3,2.1,66.1,1.2,1.9,3,1.1,0.6,-0.2,1.4,1
8232,71,19.5,6.9,2.2,4.6,48.8,0.3,1,14.3,2.1,2.9,71,1.6,3.4,5,1.4,0.8,0.7,1.2,1
8233,71,25.2,8.8,3.1,6.8,43.9,0.3,0.9,33.1,2.7,3.9,77.8,1.4,2.7,4.2,3.4,0.9,0.3,1.3,1
8234,45,13.9,4.7,1.8,3.3,54.6,0.1,0,3.4,1.1,1.5,70.6,1.5,1.7,2.9,0.3,0.4,0.3,0.6,1
8235,38,9.4,3.1,1.2,3.4,35.7,0,0.2,36.5,0.6,0.8,71.4,0.4,0.7,1.2,0.7,0.4,0,0.5,1
8236,69,42.7,16.4,6.5,13.7,49.4,0.5,1.8,48.8,1.9,2.7,73,1.7,3.7,5.7,1.1,1.3,0.4,1.1,1
8237,60,18.1,6.7,2.4,5.5,43,0.3,0.8,19.3,1.5,1.9,78,0.8,1.6,2.3,1.5,0.9,0.1,1.1,1
8238,83,40.4,16.3,5.7,13.9,38.4,0.6,2,29.7,4.2,5.3,83.9,1.3,3.3,4.6,5.7,1.7,-0.1,3.6,1
8239,71,34.9,14.9,5.9,13.9,41.3,0.6,2,13.7,2.3,3,78.9,1.1,3.5,4.6,4.1,1.3,0.1,2.5,1
8240,72,22,6.2,2.5,5.5,45.8,0.3,1,1.6,0.7,1.2,59.8,0.5,2.2,2.8,2.5,1.1,0,1.3,0
8241,75,12.7,3.2,1.4,3.3,44.5,0.2,0.2,25.5,0.4,0.9,54.6,0.8,2.5,3.1,0.1,0.1,0.5,0.5,1
8242,63,18.8,8.2,3.7,8.2,44.9,0.5,1,36.7,0.9,1.2,78.8,0.9,1.8,2.8,1.7,0.7,0.5,1.6,1
8243,64,24.4,9,3.9,8.3,50.4,0,0.1,15.4,0.9,1.4,65.3,2.5,4.7,7.1,0.5,0.4,3.3,1.3,1
8244,51,18.4,7.1,2.7,7.1,38.5,0.5,1.7,49.9,0.9,1.1,76.4,0.6,2.3,2.8,1.4,0.4,0.3,1.5,1
8245,45,6,1.9,0.8,2.1,37.7,-0.3,-1,9.8,0.2,0.3,72.5,0.6,0.9,1.5,0,0.1,0.2,0.2,1
8246,65,22.6,10.6,3.8,9.2,41.5,1.1,3.2,29.2,1.9,2.3,79,0.4,1.2,1.7,3.8,1,-0.1,1.7,1
8247,55,19.8,9.6,4.1,8,51.2,0,0,21.6,1.2,1.7,68.1,0.7,1.9,2.8,0.6,0.3,0.3,1.2,1
8248,48,8.2,2.3,0.8,2.7,31.7,0.2,0.9,31.9,0.4,0.7,59.9,0.1,0.6,0.7,1,0.2,0.1,0.7,1
